FID,COUNT,SCIENTIFIC,COMMON_NAM
1010,5,Neophoca cinerea,Australian Sea-lion
1011,5,Botaurus poiciloptilus,Australasian Bittern
1011,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1011,5,Leipoa ocellata,Malleefowl
1011,5,Neophema chrysogaster,Orange-bellied Parrot
1011,5,Spyridium fontis-woodii,Woods Well Spyridium
1012,5,Botaurus poiciloptilus,Australasian Bittern
1012,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1012,5,Leipoa ocellata,Malleefowl
1012,5,Pedionomus torquatus,Plains-wanderer
1012,5,Neophoca cinerea,Australian Sea-lion
1013,5,Botaurus poiciloptilus,Australasian Bittern
1013,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1013,5,Neophema chrysogaster,Orange-bellied Parrot
1013,5,Anthochaera phrygia,Regent Honeyeater
1013,5,Lathamus discolor,Swift Parrot
1014,5,Botaurus poiciloptilus,Australasian Bittern
1014,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1014,5,Neophema chrysogaster,Orange-bellied Parrot
1014,5,Anthochaera phrygia,Regent Honeyeater
1014,5,Litoria raniformis,Growling Grass Frog
1015,5,Erythrotriorchis radiatus,Red Goshawk
1015,5,Anthochaera phrygia,Regent Honeyeater
1015,5,Lathamus discolor,Swift Parrot
1015,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1015,5,Delma torquata,Adorned Delma
1016,5,Erythrotriorchis radiatus,Red Goshawk
1016,5,Anthochaera phrygia,Regent Honeyeater
1016,5,Lathamus discolor,Swift Parrot
1016,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1016,5,Pseudomys novaehollandiae,New Holland Mouse
1017,5,Erythrotriorchis radiatus,Red Goshawk
1017,5,Anthochaera phrygia,Regent Honeyeater
1017,5,Lathamus discolor,Swift Parrot
1017,5,Philoria kundagungan,Mountain Frog
1017,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1018,5,Erythrotriorchis radiatus,Red Goshawk
1018,5,Anthochaera phrygia,Regent Honeyeater
1018,5,Lathamus discolor,Swift Parrot
1018,5,Rhodomyrtus psidioides,Native Guava
1018,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1019,5,Erythrotriorchis radiatus,Red Goshawk
1019,5,Anthochaera phrygia,Regent Honeyeater
1019,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1019,5,Dasyurus hallucatus,Northern Quoll
1019,5,Delma torquata,Adorned Delma
1020,5,Pedionomus torquatus,Plains-wanderer
1020,5,Anthochaera phrygia,Regent Honeyeater
1020,5,Lathamus discolor,Swift Parrot
1020,5,Litoria raniformis,Growling Grass Frog
1020,5,Paralucia pyrodiscus lucida,Eltham Copper Butterfly
1021,5,Pedionomus torquatus,Plains-wanderer
1021,5,Anthochaera phrygia,Regent Honeyeater
1021,5,Lathamus discolor,Swift Parrot
1021,5,Litoria raniformis,Growling Grass Frog
1021,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1022,5,Pedionomus torquatus,Plains-wanderer
1022,5,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1022,5,Lathamus discolor,Swift Parrot
1022,5,Litoria raniformis,Growling Grass Frog
1022,5,Miniopterus orianae bassanii,Southern Bent-wing Bat
1023,5,Pedionomus torquatus,Plains-wanderer
1023,5,Lathamus discolor,Swift Parrot
1023,5,Litoria raniformis,Growling Grass Frog
1023,5,Miniopterus orianae bassanii,Southern Bent-wing Bat
1023,5,Lachnagrostis adamsonii,Adamson's Blown-grass
1024,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1024,5,Hippocampus whitei,White's Seahorse
1024,5,Chelonia mydas,Green Turtle
1024,5,Lepidochelys olivacea,Olive Ridley Turtle
1024,5,Carcharias taurus (east coast population),Grey Nurse Shark (east coast population)
1025,5,Polytelis alexandrae,Princess Parrot
1025,5,Macrotis lagotis,Greater Bilby
1025,5,Chelonia mydas,Green Turtle
1025,5,Aipysurus apraefrontalis,Short-nosed Seasnake
1025,5,Pristis pristis,Freshwater Sawfish
1026,5,Polytelis alexandrae,Princess Parrot
1026,5,Macrotis lagotis,Greater Bilby
1026,5,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
1026,5,Chelonia mydas,Green Turtle
1026,5,Aipysurus apraefrontalis,Short-nosed Seasnake
1027,5,Polytelis alexandrae,Princess Parrot
1027,5,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
1027,5,Dasyurus hallucatus,Northern Quoll
1027,5,Chelonia mydas,Green Turtle
1027,5,Lepidochelys olivacea,Olive Ridley Turtle
1028,5,Botaurus poiciloptilus,Australasian Bittern
1028,5,Pedionomus torquatus,Plains-wanderer
1028,5,Anthochaera phrygia,Regent Honeyeater
1028,5,Litoria raniformis,Growling Grass Frog
1028,5,Craterocephalus fluviatilis,Murray Hardyhead
1029,5,Erythrotriorchis radiatus,Red Goshawk
1029,5,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
1029,5,Dasyurus hallucatus,Northern Quoll
1029,5,Bellatorias obiri,Arnhem Land Egernia
1029,5,Pristis pristis,Freshwater Sawfish
1030,5,Erythrotriorchis radiatus,Red Goshawk
1030,5,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
1030,5,Dasyurus hallucatus,Northern Quoll
1030,5,Chelonia mydas,Green Turtle
1030,5,Lepidochelys olivacea,Olive Ridley Turtle
1031,5,Erythrotriorchis radiatus,Red Goshawk
1031,5,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
1031,5,Dasyurus hallucatus,Northern Quoll
1031,5,Chelonia mydas,Green Turtle
1031,5,Pristis pristis,Freshwater Sawfish
1032,5,Lathamus discolor,Swift Parrot
1032,5,Petrogale penicillata,Brush-tailed Rock-wallaby
1032,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1032,5,Pseudomys novaehollandiae,New Holland Mouse
1032,5,Wollemia nobilis,Wollemi Pine
1033,6,Botaurus poiciloptilus,Australasian Bittern
1033,6,Anthochaera phrygia,Regent Honeyeater
1033,6,Lathamus discolor,Swift Parrot
1033,6,Rhodomyrtus psidioides,Native Guava
1033,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1033,6,Chelonia mydas,Green Turtle
1034,5,Botaurus poiciloptilus,Australasian Bittern
1034,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1034,5,Neophema chrysogaster,Orange-bellied Parrot
1034,5,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1034,5,Miniopterus orianae bassanii,Southern Bent-wing Bat
1035,5,Botaurus poiciloptilus,Australasian Bittern
1035,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1035,5,Neophema chrysogaster,Orange-bellied Parrot
1035,5,Lathamus discolor,Swift Parrot
1035,5,Litoria raniformis,Growling Grass Frog
1036,5,Botaurus poiciloptilus,Australasian Bittern
1036,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1036,5,Neophema chrysogaster,Orange-bellied Parrot
1036,5,Lathamus discolor,Swift Parrot
1036,5,Miniopterus orianae bassanii,Southern Bent-wing Bat
1037,5,Numenius madagascariensis,Eastern Curlew
1037,5,Erythrotriorchis radiatus,Red Goshawk
1037,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1037,5,Dasyurus hallucatus,Northern Quoll
1037,5,Pteropus conspicillatus,Spectacled Flying-fox
1038,5,Numenius madagascariensis,Eastern Curlew
1038,5,Erythrotriorchis radiatus,Red Goshawk
1038,5,Pteropus conspicillatus,Spectacled Flying-fox
1038,5,Chelonia mydas,Green Turtle
1038,5,Lepidochelys olivacea,Olive Ridley Turtle
1039,5,Numenius madagascariensis,Eastern Curlew
1039,5,Erythrotriorchis radiatus,Red Goshawk
1039,5,Rhodomyrtus psidioides,Native Guava
1039,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1039,5,Dasyurus hallucatus,Northern Quoll
1040,5,Numenius madagascariensis,Eastern Curlew
1040,5,Erythrotriorchis radiatus,Red Goshawk
1040,5,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
1040,5,Chelonia mydas,Green Turtle
1040,5,Lepidochelys olivacea,Olive Ridley Turtle
1041,5,Numenius madagascariensis,Eastern Curlew
1041,5,Erythrotriorchis radiatus,Red Goshawk
1041,5,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
1041,5,Dasyurus hallucatus,Northern Quoll
1041,5,Bellatorias obiri,Arnhem Land Egernia
1042,5,Numenius madagascariensis,Eastern Curlew
1042,5,Erythrotriorchis radiatus,Red Goshawk
1042,5,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
1042,5,Dasyurus hallucatus,Northern Quoll
1042,5,Pristis pristis,Freshwater Sawfish
1043,6,Botaurus poiciloptilus,Australasian Bittern
1043,6,Pedionomus torquatus,Plains-wanderer
1043,6,Anthochaera phrygia,Regent Honeyeater
1043,6,Lathamus discolor,Swift Parrot
1043,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1043,6,Craterocephalus fluviatilis,Murray Hardyhead
1044,6,Botaurus poiciloptilus,Australasian Bittern
1044,6,Pedionomus torquatus,Plains-wanderer
1044,6,Anthochaera phrygia,Regent Honeyeater
1044,6,Litoria raniformis,Growling Grass Frog
1044,6,Miniopterus orianae bassanii,Southern Bent-wing Bat
1044,6,Lachnagrostis adamsonii,Adamson's Blown-grass
1045,6,Botaurus poiciloptilus,Australasian Bittern
1045,6,Pedionomus torquatus,Plains-wanderer
1045,6,Anthochaera phrygia,Regent Honeyeater
1045,6,Litoria raniformis,Growling Grass Frog
1045,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1045,6,Craterocephalus fluviatilis,Mu
1046,6,Botaurus poiciloptilus,Australasian Bittern
1046,6,Pedionomus torquatus,Plains-wanderer
1046,6,Anthochaera phrygia,Regent Honeyeater
1046,6,Senecio behrianus,Stiff Groundsel
1046,6,Litoria raniformis,Growling Grass Frog
1046,6,Craterocephalus fluviatilis,Murray Hardyhead
1047,6,Botaurus poiciloptilus,Australasian Bittern
1047,6,Pedionomus torquatus,Plains-wanderer
1047,6,Anthochaera phrygia,Regent Honeyeater
1047,6,Senecio behrianus,Stiff Groundsel
1047,6,Litoria raniformis,Growling Grass Frog
1047,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1048,6,Botaurus poiciloptilus,Australasian Bittern
1048,6,Pedionomus torquatus,Plains-wanderer
1048,6,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1048,6,Hyridella glenelgensis,Glenelg Freshwater Mussel
1048,6,Litoria raniformis,Growling Grass Frog
1048,6,Miniopterus orianae bassanii,Southern Bent-wing Bat
1049,6,Botaurus poiciloptilus,Australasian Bittern
1049,6,Pedionomus torquatus,Plains-wanderer
1049,6,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1049,6,Lathamus discolor,Swift Parrot
1049,6,Litoria raniformis,Growling Grass Frog
1049,6,Miniopterus orianae bassanii,Southern Bent-wing Bat
1050,5,Botaurus poiciloptilus,Australasian Bittern
1050,5,Manorina melanotis,Black-eared Miner
1050,5,Leipoa ocellata,Malleefowl
1050,5,Pedionomus torquatus,Plains-wanderer
1050,5,Litoria raniformis,Growling Grass Frog
1051,5,Botaurus poiciloptilus,Australasian Bittern
1051,5,Neophema chrysogaster,Orange-bellied Parrot
1051,5,Anthochaera phrygia,Regent Honeyeater
1051,5,Lathamus discolor,Swift Parrot
1051,5,Litoria raniformis,Growling Grass Frog
1052,5,Botaurus poiciloptilus,Australasian Bittern
1052,5,Neophema chrysogaster,Orange-bellied Parrot
1052,5,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1052,5,Litoria raniformis,Growling Grass Frog
1052,5,Miniopterus orianae bassanii,Southern Bent-wing Bat
1053,5,Botaurus poiciloptilus,Australasian Bittern
1053,5,Neophema chrysogaster,Orange-bellied Parrot
1053,5,Lathamus discolor,Swift Parrot
1053,5,Litoria raniformis,Growling Grass Frog
1053,5,Miniopterus orianae bassanii,Southern Bent-wing Bat
1054,6,Botaurus poiciloptilus,Australasian Bittern
1054,6,Anthochaera phrygia,Regent Honeyeater
1054,6,Lathamus discolor,Swift Parrot
1054,6,Rhodomyrtus psidioides,Native Guava
1054,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1054,6,Pseudomys novaehollandiae,New Holland Mouse
1055,6,Botaurus poiciloptilus,Australasian Bittern
1055,6,Anthochaera phrygia,Regent Honeyeater
1055,6,Lathamus discolor,Swift Parrot
1055,6,Rhodomyrtus psidioides,Native Guava
1055,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1055,6,Wollumbinia georgesi,Georges' Snapping Turtle
1056,6,Botaurus poiciloptilus,Australasian Bittern
1056,6,Anthochaera phrygia,Regent Honeyeater
1056,6,Lathamus discolor,Swift Parrot
1056,6,Rhodomyrtus psidioides,Native Guava
1056,6,Phyllodes imperialis smithersi,Pink Underwing Moth
1056,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1057,6,Botaurus poiciloptilus,Australasian Bittern
1057,6,Anthochaera phrygia,Regent Honeyeater
1057,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1057,6,Hippocampus whitei,White's Seahorse
1057,6,Chelonia mydas,Green Turtle
1057,6,Carcharias taurus (east coast population),Grey Nurse Shark (east coast population)
1058,6,Botaurus poiciloptilus,Australasian Bittern
1058,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1058,6,Neophema chrysogaster,Orange-bellied Parrot
1058,6,Pedionomus torquatus,Plains-wanderer
1058,6,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1058,6,Miniopterus orianae bassanii,Southern Bent-wing Bat
1059,6,Botaurus poiciloptilus,Australasian Bittern
1059,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1059,6,Neophema chrysogaster,Orange-bellied Parrot
1059,6,Pedionomus torquatus,Plains-wanderer
1059,6,Lathamus discolor,Swift Parrot
1059,6,Litoria raniformis,Growling Grass Frog
1060,6,Botaurus poiciloptilus,Australasian Bittern
1060,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1060,6,Neophema chrysogaster,Orange-bellied Parrot
1060,6,Pedionomus torquatus,Plains-wanderer
1060,6,Litoria raniformis,Growling Grass Frog
1060,6,Miniopterus orianae bassanii,Southern Bent-wing Bat
1061,6,Botaurus poiciloptilus,Australasian Bittern
1061,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1061,6,Pedionomus torquatus,Plains-wanderer
1061,6,Anthochaera phrygia,Regent Honeyeater
1061,6,Lathamus discolor,Swift Parrot
1061,6,Litoria raniformis,Growling Grass Frog
1062,6,Botaurus poiciloptilus,Australasian Bittern
1062,6,Zanda latirostris,Carnaby's Black Cockatoo
1062,6,Anstisia alba,White-bellied Frog
1062,6,Dasyurus geoffroii,Chuditch
1062,6,Setonix brachyurus,Quokka
1062,6,Pseudocheirus occidentalis,Western Ringtail Possum
1063,6,Botaurus poiciloptilus,Australasian Bittern
1063,6,Numenius madagascariensis,Eastern Curlew
1063,6,Leipoa ocellata,Malleefowl
1063,6,Neophema chrysogaster,Orange-bellied Parrot
1063,6,Neophoca cinerea,Australian Sea-lion
1063,6,Miniopterus orianae bassanii,Southern Bent-wing Bat
1064,6,Botaurus poiciloptilus,Australasian Bittern
1064,6,Numenius madagascariensis,Eastern Curlew
1064,6,Leipoa ocellata,Malleefowl
1064,6,Pedionomus torquatus,Plains-wanderer
1064,6,Lathamus discolor,Swift Parrot
1064,6,Litoria raniformis,Growling Grass Frog
1065,6,Botaurus poiciloptilus,Australasian Bittern
1065,6,Numenius madagascariensis,Eastern Curlew
1065,6,Neophema chrysogaster,Orange-bellied Parrot
1065,6,Anthochaera phrygia,Regent Honeyeater
1065,6,Lathamus discolor,Swift Parrot
1065,6,Litoria raniformis,Growling Grass Frog
1066,6,Botaurus poiciloptilus,Australasian Bittern
1066,6,Numenius madagascariensis,Eastern Curlew
1066,6,Neophema chrysogaster,Orange-bellied Parrot
1066,6,Pedionomus torquatus,Plains-wanderer
1066,6,Anthochaera phrygia,Regent Honeyeater
1066,6,Litoria raniformis,Growling Grass Frog
1067,6,Botaurus poiciloptilus,Australasian Bittern
1067,6,Numenius madagascariensis,Eastern Curlew
1067,6,Neophema chrysogaster,Orange-bellied Parrot
1067,6,Pedionomus torquatus,Plains-wanderer
1067,6,Lathamus discolor,Swift Parrot
1067,6,Litoria raniformis,Growling Grass Frog
1068,6,Botaurus poiciloptilus,Australasian Bittern
1068,6,Numenius madagascariensis,Eastern Curlew
1068,6,Pedionomus torquatus,Plains-wanderer
1068,6,Anthochaera phrygia,Regent Honeyeater
1068,6,Lathamus discolor,Swift Parrot
1068,6,Litoria raniformis,Growling Grass Frog
1069,6,Botaurus poiciloptilus,Australasian Bittern
1069,6,Numenius madagascariensis,Eastern Curlew
1069,6,Pedionomus torquatus,Plains-wanderer
1069,6,Lathamus discolor,Swift Parrot
1069,6,Litoria raniformis,Growling Grass Frog
1069,6,Craterocephalus fluviatilis,Murray Hardyhead
1070,6,Botaurus poiciloptilus,Australasian Bittern
1070,6,Numenius madagascariensis,Eastern Curlew
1070,6,Pedionomus torquatus,Plains-wanderer
1070,6,Lathamus discolor,Swift Parrot
1070,6,Litoria raniformis,Growling Grass Frog
1070,6,Lachnagrostis adamsonii,Adamson's Blown-grass
1071,5,Botaurus poiciloptilus,Australasian Bittern
1071,5,Anthochaera phrygia,Regent Honeyeater
1071,5,Lathamus discolor,Swift Parrot
1071,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1071,5,Chelonia mydas,Green Turtle
1072,5,Botaurus poiciloptilus,Australasian Bittern
1072,5,Neophema chrysogaster,Orange-bellied Parrot
1072,5,Pedionomus torquatus,Plains-wanderer
1072,5,Anthochaera phrygia,Regent Honeyeater
1072,5,Litoria raniformis,Growling Grass Frog
1073,5,Botaurus poiciloptilus,Australasian Bittern
1073,5,Neophema chrysogaster,Orange-bellied Parrot
1073,5,Pedionomus torquatus,Plains-wanderer
1073,5,Lathamus discolor,Swift Parrot
1073,5,Litoria raniformis,Growling Grass Frog
1074,5,Botaurus poiciloptilus,Australasian Bittern
1074,5,Neophema chrysogaster,Orange-bellied Parrot
